Code RNCP,uuid,Nom la certification,Description de la certification,Type de diplôme,uuid (from Type de diplôme),Niveau de diplôme,Conventions collectives,uuid (from Conventions collectives),Domaines,uuid (from Domaines),date,Last Modified,Created By,Last Modified By
36474,68e62887-3c44-4138-bfac-e5461690ad4e,CQP Conducteur régleur de presse à emboutir et/ou à découper,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36276,e6152772-ac8e-42ae-9379-5975ad1c2ab3,CQP Conducteur régleur de presse à injecter les matériaux plastiques et métalliques sous pression,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36587,f43c9625-d9c1-4cad-9188-28815046ecd3,"CQP Coordonnateur de système Q, S, E (Qualité, Sécurité, Environnement)",,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,6,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36614,b2ec54c2-4630-484c-9976-394be8aaeeb3,CQP Coordonnateur lean et amélioration continue,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,6,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
34572,cf35f1af-73f7-47bb-81a0-5aa7a92c06b5,CQP Dessinateur d'études industrielles,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36451,cc3afdb4-4c6e-4ac0-bed2-ff87ec375182,CQP Electro bobinier,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
35985,3683e487-9f88-40f9-8617-b9b32a27d892,CQP Equipier d’unité autonome de production industrielle,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36475,d3cf36ac-1f22-4e97-b735-357388a0973b,CQP Étancheur aéronautique,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36275,cf8cc836-78a9-49af-8fbe-5113d424ba97,CQP Façonnier orthoprothésiste,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
35281,9dffc2b8-4f59-40a2-834f-56bfd42cb200,CQP Inspecteur en vérification périodique d'installations électriques,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
34239,ab1fe5d5-4101-4474-999b-731fd643f133,CQP Inspecteur qualité,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,5,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36363,79e5b34c-415f-4ef4-a3ad-a5c78ee39f30,CQP Intégrateur cabine aéronautique,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36700,7eea9c96-ea66-4f9e-b83c-94e717d12ff5,CQP Intégrateur câbleur aéronautique,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
37165,596064ed-b93c-44e8-b25c-ae65414d3e88,CQP Mécanicien de maintenance en robinetterie industrielle,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
37054,3bf6cafe-07e2-4781-9e4e-51ed777130bc,CQP Mécanicien en machines tournantes sous pression,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36863,dedc41ed-e988-4cfa-9e62-a66a30224512,CQP Mécanicien en réparation navale,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36736,388974cb-58cd-4eae-83ff-c051e5b36e32,CQP Monteur câbleur de circuit imprimé équipé,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36869,62e2b5f2-ae45-490b-ba07-243f430c3855,CQP Monteur câbleur en équipements électriques,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
35988,4f5fe03e-c81c-413c-98b5-caa2f62ecb1b,CQP Opérateur de levage et manutention complexe en milieu industriel,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36453,0d8cb208-d9d4-412c-9191-3e9e1ac02065,CQP Opérateur en bobinage,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36028,0c5d85b2-fc67-476f-8e2a-e5de636dc5d4,CQP Opérateur en fabrication additive : fils polymères ou métalliques,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36027,90e4c743-2661-48a2-ae06-dfc5efc8f3fd,CQP Opérateur en fabrication additive : poudre métallique ou polymères ou sables,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36029,b801ac17-75d8-4854-8402-3c00d3d33332,CQP Opérateur en fabrication additive : résines thermodurcissables,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36872,37dabca3-7d89-4175-9cf8-4364889f42c2,CQP Opérateur en forgeage à chaud,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36376,276fe0c6-8f56-4219-879a-1fb176c55156,CQP Opérateur en maintenance industrielle,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
34301,b0e7a721-5d24-47b4-95d8-29b17a9e19f0,CQP Opérateur en tôlerie,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36310,9dbfa19b-e155-410b-a22c-7f33777554ad,CQP Opérateur matériaux composites hautes performances,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36283,651ccfb5-9d22-4472-8a7c-87ea424637a0,CQP Opérateur orthoprothésiste,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36362,d27e8173-5837-4b9f-bbf0-8e86a343a373,CQP Opérateur sur machine de frappe à froid,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
34175,d4265850-6f8a-4a8f-9351-9b87967b8b36,CQP Opérateur-régleur sur machine-outil à commande numérique par enlèvement de matière,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36979,1d04865a-5917-4d33-a3fc-69293f155373,CQP Peintre aéronautique et spatial,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
37136,4c5ae50a-36a8-4f8e-af49-215b4f20cf7b,CQP Peintre industriel,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
34174,0798e233-d7ca-4620-8f80-69358ff5c6e4,CQP Pilote de systèmes de production automatisée,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 3:38pm,Aurélie Favart,Aurélie Favart
37330,fb0ef528-3e9d-4ca6-a49f-7ba438a389d0,CQP Pilote opérationnel de production,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36473,08f8fdfa-fb5b-47d1-b30e-fd457a0c9d96,CQP Préparateur méthodes de fabrication,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,5,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
34236,d5a972ee-de70-4cf0-bf77-639c54c88257,CQP Préventeur santé-sécurité au travail et environnement,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,5,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36303,80d7cfff-f52d-49bf-9218-f48935e30972,CQP Responsable d'équipe,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,5,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
37138,b528cb34-490d-49a8-bd49-162b3c518c98,CQP Responsable de secteur d'activités industrielles,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,6,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36019,0c8d5943-4ec3-4b8b-98fe-c451b5046dd7,CQP Retoucheur tôle nue sur ligne de fabrication de véhicules,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
34172,fb0945b3-2bf0-457d-93c8-d9111404d7e9,CQP Soudeur industriel,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
34177,06ff29df-f235-4e83-87e4-eb1e93aa1ef6,CQP Technicien de la qualité,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,5,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36138,6e1c39f2-ee63-414f-acb3-c2c44c6ef1e0,CQP Technicien de maintenance d'appareils de chauffage au gaz,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36302,e070a519-f5b9-4b5d-80d5-29c9db5d5384,CQP Technicien de maintenance de matériels de manutention / levage,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
